student;snapshot;c_error;r_error;t_failed;t_success
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-04T20_53_25.960Z;0;0;18;0
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-04T21_16_22.013Z;1;0;0;0
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-04T23_06_14.022Z;1;0;0;0
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-05T19_30_50.715Z;0;0;15;3
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-05T21_06_54.947Z;0;0;6;12
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-06T15_28_24.537Z;0;0;3;15
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-06T18_00_03.920Z;1;0;0;0
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-06T20_42_39.326Z;1;0;0;0
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-07T13_12_35.755Z;0;3;3;15
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-07T14_17_29.727Z;0;0;3;15
008a13042777e1aaca446a68fbc5b3877e6ed232;2020-10-08T13_57_48.210Z;0;0;0;18
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-06T23_08_32.687Z;0;0;18;0
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-07T01_16_38.149Z;0;0;10;8
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-07T02_40_32.615Z;0;0;10;8
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-07T19_48_53.618Z;0;0;8;10
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-07T20_03_12.254Z;0;0;8;10
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-07T20_26_13.244Z;0;0;8;10
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-07T21_31_18.269Z;0;0;6;12
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-07T22_08_52.566Z;0;0;6;12
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-08T00_30_06.246Z;1;0;0;0
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-08T01_15_42.427Z;1;0;0;0
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-08T20_33_37.785Z;0;0;6;12
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-08T21_16_58.745Z;0;0;6;12
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-08T22_06_57.378Z;0;0;6;12
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-08T22_45_25.946Z;1;0;0;0
0106f488719b5b6dec8020fdf6c9e2e6d2059227;2020-10-09T01_30_26.693Z;0;0;0;18
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-03T10_15_24.158Z;0;0;18;0
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-03T10_15_39.063Z;0;0;18;0
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-04T13_07_02.788Z;0;0;3;15
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-04T14_50_35.171Z;0;0;3;15
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-04T15_53_47.788Z;0;0;3;15
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-04T16_04_29.505Z;0;0;3;15
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-04T17_07_56.242Z;1;0;0;0
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-04T19_01_40.745Z;0;0;0;18
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-04T19_45_55.885Z;0;0;0;18
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-05T08_09_39.120Z;0;0;0;18
025e11c5a647be6af45e5040241901ecd65080f3;2020-10-05T18_02_42.672Z;0;0;0;18
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-07T23_03_52.696Z;0;0;18;0
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-07T23_04_05.078Z;0;0;18;0
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-08T01_38_40.421Z;0;0;15;3
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-08T02_45_52.416Z;0;3;7;11
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-08T03_28_11.963Z;0;0;1;17
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-08T05_26_15.867Z;0;0;1;17
03ca17c101841d13b549bea0ce51f4e0fe320d0c;2020-10-08T06_03_51.553Z;0;0;0;18
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-02T19_35_46.345Z;0;0;18;0
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-02T19_36_04.783Z;0;0;18;0
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-06T00_57_20.316Z;0;0;3;15
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-06T21_32_44.811Z;1;0;0;0
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-06T21_44_46.494Z;0;0;3;15
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-06T22_47_35.266Z;0;0;1;17
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-07T00_12_51.597Z;1;0;0;0
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-07T01_09_29.786Z;0;0;3;15
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-07T22_47_23.139Z;1;0;0;0
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-08T00_43_27.253Z;1;0;0;0
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-08T01_50_19.856Z;0;0;3;15
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-08T12_45_39.767Z;0;0;0;18
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-08T13_12_03.063Z;0;0;0;18
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-08T14_35_48.331Z;0;0;0;18
04810dc49618a521e56f3207dc85b34ec4e67375;2020-10-08T16_12_53.663Z;0;0;0;18
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-10-03T21_58_42.211Z;0;0;18;0
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795;2020-10-03T21_58_58.834Z;0;0;18;0
