student_id,jadud_hw_03,jadud_hw_04,jadud_hw_05,jadud_hw_06,jadud_hw_07,jadud_hw_08
008a13042777e1aaca446a68fbc5b3877e6ed232,0.0,0.2909090909090909,0.0,0.012195121951219513,0.04278074866310161,0.0
0106f488719b5b6dec8020fdf6c9e2e6d2059227,0.0,0.0,0.0,0.08108108108108109,0.058823529411764705,0.19090909090909092
025e11c5a647be6af45e5040241901ecd65080f3,0.0,0.0,0.027777777777777776,0.025454545454545452,0.11423131841980005,0.02693602693602694
03ca17c101841d13b549bea0ce51f4e0fe320d0c,0.0,0.0,0.0,0.0,0.0,0.0
04810dc49618a521e56f3207dc85b34ec4e67375,0.0,0.0,0.041666666666666664,0.007820136852394917,0.0,0.11857707509881424
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795,0.0,0.0,0.02346041055718475,0.02611218568665377,0.0,0.15151515151515155
084446117d0ab708d724abbe76e58340d13dc899,0.0,0.0,0.09090909090909091,0.08492822966507178,0.0,0.0
0b2b215d3895dc070ff308ca5d5733bb0abda40f,0.0,0.0,0.05555555555555555,0.033189033189033185,0.0,0.11594202898550725
0c2eedb86a7888c7defd056d073fc040a338eec3,0.0,0.0,0.08333333333333333,0.036585365853658534,0.0,0.2809917355371901
0c51503c95c50eeaf97615b29561f75e0d6d60c3,0.0,0.0,0.04,0.015873015873015872,0.02857142857142857,0.0944055944055944
0ca06f2f6d203a8c20ee3d33c95ce3a1c9550356,0.1983471074380165,0.0,0.06611570247933884,0.017524644030668127,0.0,0.030303030303030304
0cec4107a713477189bb82d9d34b81190cb1201b,0.0,0.0,0.11764705882352941,0.018648018648018648,0.16727272727272727,0.26136363636363635
0de822bddc1dd72a3230320f51b10b9f7a509869,0.0,0.0,0.0,0.0,0.02909090909090909,0.37229437229437234
0e5e2419246434693bfda4a7c0c42bf8f6a75339,0.13333333333333333,0.0,0.0,0.04454545454545455,0.2077922077922078,0.07196969696969698
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023,0.0,0.0,0.13311688311688313,0.09652076318742987,0.11143695014662758,0.25725338491295935
0ebaaad003868565710d1724cb582f41ed3aa598,0.0,0.0,0.0,0.04411764705882353,0.0,0.0839160839160839
