"student";"snapshot";"file";"line";"error"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-10-30T22_10_09.328Z";"hw6a.java";"16";" bad operand types for binary operator '<='
        if (0 <= score <= 100) {
                       ^
  first type"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-10-31T16_22_11.464Z";"hw6b.java";"52";" missing return statement
    }
    ^
Note"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"10";" <identifier> expected
    private w/ field theaterName. Tracks how many
             ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"10";" ';' expected
    private w/ field theaterName. Tracks how many
                                ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"10";" ';' expected
    private w/ field theaterName. Tracks how many
                                            ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"10";" <identifier> expected
    private w/ field theaterName. Tracks how many
                                                 ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"11";" ';' expected
 * total box ofstatic int totalTheaters;
            ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"11";" <identifier> expected
 * total box ofstatic int totalTheaters;
                     ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"11";" <identifier> expected
 * total box ofstatic int totalTheaters;
                                       ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"13";" ';' expected
    private Movie bestMovs in a given array based on their rotten tomatoes scores. Also
                          ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"13";" ';' expected
    private Movie bestMovs in a given array based on their rotten tomatoes scores. Also
                               ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"13";" ';' expected
    private Movie bestMovs in a given array based on their rotten tomatoes scores. Also
                                           ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"13";" ';' expected
    private Movie bestMovs in a given array based on their rotten tomatoes scores. Also
                                                    ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"13";" ';' expected
    private Movie bestMovs in a given array based on their rotten tomatoes scores. Also
                                                                 ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"13";" ';' expected
    private Movie bestMovs in a given array based on their rotten tomatoes scores. Also
                                                                                 ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"13";" <identifier> expected
    private Movie bestMovs in a given array based on their rotten tomatoes scores. Also
                                                                                       ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"14";" ';' expected
 * includes a geie;
             ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-05T23_13_57.818Z";"hw6b.java";"14";" <identifier> expected
 * includes a geie;
                  ^
16 errors
"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"25";" class, interface, or enum expected
    private void marketing(Movie[] allMovies) {
            ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"28";" class, interface, or enum expected
        }
        ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"31";" class, interface, or enum expected
        }
        ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"35";" class, interface, or enum expected
            double secondBestScore = -1;
            ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"36";" class, interface, or enum expected
            for (int i = 0; i < allMovies.length; i++) {
            ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"36";" class, interface, or enum expected
            for (int i = 0; i < allMovies.length; i++) {
                            ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"36";" class, interface, or enum expected
            for (int i = 0; i < allMovies.length; i++) {
                                                  ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"42";" class, interface, or enum expected
                    ares rotten tomatoes score for each movie to cur
                    ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"46";" class, interface, or enum expected
                    bestScore = secondBestScore;
                    ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"47";" class, interface, or enum expected
                    secondBestScore = store;
                    ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"48";" class, interface, or enum expected
                    this.secondBestMovie = this.bestMovie;               th = allMovies[i];
                    ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"48";" class, interface, or enum expected
                    this.secondBestMovie = this.bestMovie;               th = allMovies[i];
                                                                         ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"49";" class, interface, or enum expected
                }
                ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"59";" class, interface, or enum expected
    public Movie bestNewRelease(Movie[] allMovies) {
           ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"62";" class, interface, or enum expected
        }
        ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"64";" class, interface, or enum expected
        return this.bestMovie;
        ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"65";" class, interface, or enum expected
    }
    ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"72";" class, interface, or enum expected
    public Movie secondBestNewRelease(Movie[] allMovies) {
           ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"75";" class, interface, or enum expected
        }
        ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"77";" class, interface, or enum expected
        return this.secondBestMovie;
        ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"78";" class, interface, or enum expected
    }
    ^
/"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-11-06T01_16_17.599Z";"hw6b.java";"82";" class, interface, or enum expected
    public String getTheaterName() {
           ^
22 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-04T02_27_12.320Z";"hw6c.java";"25";" cannot find symbol
        this.tickets = tickets; 
            ^
  symbol"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T00_46_32.358Z";"hw6c.java";"37";" illegal start of statement
        }
        ^
1 error
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T01_07_44.673Z";"hw6b.java";"52";" missing return statement
    }
    ^
Note"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"84";" '(' expected
        for // TODO"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"85";" illegal start of expression
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"85";" ';' expected
    }
     ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"94";" ';' expected
    public String getName() {
                 ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"94";" ')' expected
    public String getName() {
                           ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"103";" illegal start of expression
    public Review[] getReviews() {
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"103";" ';' expected
    public Review[] getReviews() {
                              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"112";" illegal start of expression
    public Movie[] getMoviesSeen() {
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"112";" ';' expected
    public Movie[] getMoviesSeen() {
                                ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"121";" illegal start of expression
    public double getPreferredMinScore() {
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"121";" ';' expected
    public double getPreferredMinScore() {
                                      ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-05T23_14_36.394Z";"hw6d.java";"125";" reached end of file while parsing
}
 ^
12 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"84";" illegal start of expression
        for (int i = 0; i < )
                            ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"85";" illegal start of expression
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"85";" ')' expected
    }
     ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"94";" ';' expected
    public String getName() {
                         ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"94";" variable declaration not allowed here
    public String getName() {
                  ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"103";" illegal start of expression
    public Review[] getReviews() {
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"103";" ';' expected
    public Review[] getReviews() {
                              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"112";" illegal start of expression
    public Movie[] getMoviesSeen() {
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"112";" ';' expected
    public Movie[] getMoviesSeen() {
                                ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"121";" illegal start of expression
    public double getPreferredMinScore() {
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"121";" ';' expected
    public double getPreferredMinScore() {
                                      ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-11-06T00_42_24.365Z";"hw6d.java";"125";" reached end of file while parsing
}
 ^
12 errors
"
