"student";"snapshot";"file";"line";"error"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-10-04T21_16_22.013Z";"hw3.java";"39";" unexpected type
            symbolsInString.charAt(i) = symbols[i];
                                  ^
  required"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-10-04T23_06_14.022Z";"hw3.java";"39";" unexpected type
            symbolsInString.charAt(i) = symbols[i];
                                  ^
  required"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-10-06T18_00_03.920Z";"hw3.java";"162";" incompatible types"
"008a13042777e1aaca446a68fbc5b3877e6ed232";"2020-10-06T20_42_39.326Z";"hw3.java";"201";" ';' expected
        return 'yeet'
                     ^
1 error
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-08T00_30_06.246Z";"hw3.java";"183";" <identifier> expected
        In inStream = new(filename); 
                         ^
1 error
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-08T01_15_42.427Z";"hw3.java";"183";" <identifier> expected
        In inStream = new(filename); 
                         ^
1 error
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-08T22_45_25.946Z";"hw3.java";"212";" illegal start of type
    public static String crack(String cipher, ) {
                                              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-08T22_45_25.946Z";"hw3.java";"212";" ')' expected
    public static String crack(String cipher, ) {
                                               ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-08T22_45_25.946Z";"hw3.java";"212";" ';' expected
    public static String crack(String cipher, ) {
                                                 ^
3 errors
"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-10-04T17_07_56.242Z";"hw3.java";"276";" ';' expected
        double encryptedFrequencies 
                                   ^
1 error
"
"04810dc49618a521e56f3207dc85b34ec4e67375";"2020-10-06T21_32_44.811Z";"hw3.java";"187";" incompatible types"
"04810dc49618a521e56f3207dc85b34ec4e67375";"2020-10-07T00_12_51.597Z";"hw3.java";"237";" class, interface, or enum expected
}
^
1 error
"
"04810dc49618a521e56f3207dc85b34ec4e67375";"2020-10-07T22_47_23.139Z";"hw3.java";"172";" illegal start of expression
                if (symbols[i] = )
                                 ^
/"
"04810dc49618a521e56f3207dc85b34ec4e67375";"2020-10-07T22_47_23.139Z";"hw3.java";"173";" illegal start of statement
            }
            ^
2 errors
"
"04810dc49618a521e56f3207dc85b34ec4e67375";"2020-10-08T00_43_27.253Z";"hw3.java";"211";" cannot find symbol
        String messageOut = decrypt(cipher, key);
                                            ^
  symbol"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-04T01_26_58.424Z";"hw3.java";"20";" ';' expected
        for (i = str)
                    ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-04T01_26_58.424Z";"hw3.java";"20";" ';' expected
        for (i = str)
                     ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-04T01_26_58.424Z";"hw3.java";"21";" ')' expected
         String setting = args[0];
                                 ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-04T01_26_58.424Z";"hw3.java";"24";" ';' expected
        str = str.toUpperCase()
                               ^
4 errors
"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-04T02_19_05.041Z";"hw3.java";"24";" cannot find symbol
         String setting = args[0];
                          ^
  symbol"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-04T02_19_05.041Z";"hw3.java";"25";" cannot find symbol
         String inputString = args[1];    
                              ^
  symbol"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-04T02_31_09.039Z";"hw3.java";"24";" cannot find symbol
         String setting = args[0];
                          ^
  symbol"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-04T02_31_09.039Z";"hw3.java";"25";" cannot find symbol
         String inputString = args[1];    
                              ^
  symbol"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-04T03_00_55.113Z";"hw3.java";"21";" ';' expected
            int [] stringToInteger = new int[i]
                                               ^
1 error
"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-07T00_56_11.894Z";"hw3.java";"71";" class, interface, or enum expected
        else {
        ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-07T00_56_11.894Z";"hw3.java";"73";" class, interface, or enum expected
        }
        ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-07T00_56_11.894Z";"hw3.java";"75";" class, interface, or enum expected
    }
    ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-07T00_56_11.894Z";"hw3.java";"80";" class, interface, or enum expected
    public static int unshift(int symbol, int offset) {
                  ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-07T00_56_11.894Z";"hw3.java";"84";" class, interface, or enum expected
    }
    ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-07T00_56_11.894Z";"hw3.java";"89";" class, interface, or enum expected
    public static String encrypt(String message, int key) {
                  ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-07T00_56_11.894Z";"hw3.java";"92";" class, interface, or enum expected
    }
    ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-07T00_56_11.894Z";"hw3.java";"97";" class, interface, or enum expected
    public static String decrypt(String cipher, int key) {
                  ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-07T00_56_11.894Z";"hw3.java";"100";" class, interface, or enum expected
    }
    ^
/"
